run_id,quant,arm,rep,task_index,task_id,task_type,accumulated_prompt_tokens,completion_tokens,energy_j,j_per_completion_token,duration_s,avg_power_w,peak_power_w,vram_peak_mb,quality,quality_subscores,cumulative_energy_j,is_compaction,compaction_index,status,error,nvml_samples,nvml_available,source_file,source_line,source_sha256
AWQ_compaction_rep1,AWQ,compaction,1,9,SONDA_D,SONDA,3797,9,208.8376,23.20417,1.4027,151.89,205.4,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",5546.2104,False,1,ok,,15,True,run_v3_AWQ_compaction_rep1.jsonl,11,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,10,FACT_M1,FACT,3847,8,218.5612,27.32015,1.4028,158.68,205.47,24549.2,1.0,"{""contains_all"": 1.0}",5764.7716,False,1,ok,,15,True,run_v3_AWQ_compaction_rep1.jsonl,12,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,11,SONDA_E,SONDA,3896,6,225.7434,37.6239,1.4026,163.42,204.88,24549.2,1.0,"{""contains_any"": 1.0}",5990.515,False,1,ok,,15,True,run_v3_AWQ_compaction_rep1.jsonl,13,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,12,FACT_M2,FACT,3938,7,229.874,32.83915,1.4029,167.03,216.95,24549.2,1.0,"{""contains_all"": 1.0}",6220.389,False,1,ok,,15,True,run_v3_AWQ_compaction_rep1.jsonl,14,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,13,SONDA_F,SONDA,3982,4,228.7417,57.18543,1.4026,165.87,206.76,24549.2,1.0,"{""contains_all"": 1.0}",6449.1308,False,1,ok,,15,True,run_v3_AWQ_compaction_rep1.jsonl,15,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,14,T08,FACT,4021,13,255.6666,19.66666,1.5031,172.64,233.69,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",6704.7973,False,1,ok,,16,True,run_v3_AWQ_compaction_rep1.jsonl,16,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,15,SONDA_G,SONDA,4078,2,221.294,110.64698,1.4032,161.21,219.26,24549.2,1.0,"{""contains_any"": 1.0}",6926.0913,False,1,ok,,15,True,run_v3_AWQ_compaction_rep1.jsonl,17,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,16,FACT_M3,FACT,4114,9,248.1915,27.57683,1.5028,167.94,219.26,24549.2,1.0,"{""contains_all"": 1.0}",7174.2828,False,1,ok,,16,True,run_v3_AWQ_compaction_rep1.jsonl,18,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,17,SONDA_H,SONDA,4159,7,248.2696,35.46708,1.5031,168.37,229.3,24549.2,1.0,"{""contains_any"": 1.0}",7422.5523,False,1,ok,,16,True,run_v3_AWQ_compaction_rep1.jsonl,19,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,18,T09,CONSTRAINT,4353,150,607.3712,4.04914,2.7043,223.85,335.6,24549.2,1.0,"{""rota"": 1.0}",8029.9235,False,1,ok,,28,True,run_v3_AWQ_compaction_rep1.jsonl,20,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,19,SONDA_I,SONDA,4545,5,244.0973,48.81945,1.5029,164.68,225.85,24549.2,1.0,"{""contains_all"": 1.0}",8274.0208,False,1,ok,,16,True,run_v3_AWQ_compaction_rep1.jsonl,21,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,19.5,COMPACT_2,COMPACTION,4698,448,1343.7698,,5.3078,252.4,344.75,24549.2,,{},9617.7906,True,2,ok,,54,True,run_v3_AWQ_compaction_rep1.jsonl,22,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,20,T10,DRAFT,3692,512,1424.4251,2.78208,5.7083,248.34,329.89,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0, ""required_fields"": 1.0}",11042.2157,False,2,ok,,58,True,run_v3_AWQ_compaction_rep1.jsonl,23,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,21,T11,RECALL,4253,46,334.5227,7.27223,1.8044,186.13,294.42,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",11376.7383,False,2,ok,,19,True,run_v3_AWQ_compaction_rep1.jsonl,24,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,22,SONDA_J,SONDA,4342,5,243.0749,48.61499,1.5033,164.72,232.41,24549.2,1.0,"{""contains_all"": 1.0}",11619.8133,False,2,ok,,16,True,run_v3_AWQ_compaction_rep1.jsonl,25,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,23,SONDA_C,SONDA,4393,5,253.6381,50.72762,1.5028,172.15,224.94,24549.2,0.0,"{""contains_any"": 0.0}",11873.4514,False,2,ok,,16,True,run_v3_AWQ_compaction_rep1.jsonl,26,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,24,T12,FACT,4428,18,288.4228,16.02349,1.6027,183.54,253.37,24549.2,1.0,"{""contains_all"": 1.0}",12161.8742,False,2,ok,,17,True,run_v3_AWQ_compaction_rep1.jsonl,27,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,25,T13,SUMMARIZE,4539,71,418.9327,5.90046,2.003,210.08,343.57,24549.2,1.0,"{""contains_any"": 1.0}",12580.8069,False,2,ok,,21,True,run_v3_AWQ_compaction_rep1.jsonl,28,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,25.5,COMPACT_3,COMPACTION,4758,468,1388.7159,,5.5062,251.27,339.65,24549.2,,{},13969.5228,True,3,ok,,56,True,run_v3_AWQ_compaction_rep1.jsonl,29,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,26,T14,RECALL,3673,45,301.2508,6.69446,1.703,179.17,262.2,24549.2,1.0,"{""contains_all"": 1.0}",14270.7735,False,3,ok,,18,True,run_v3_AWQ_compaction_rep1.jsonl,30,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,27,T15,SONDA,3793,107,479.3765,4.48015,2.3035,208.09,327.35,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",14750.1501,False,3,ok,,24,True,run_v3_AWQ_compaction_rep1.jsonl,31,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep1,AWQ,compaction,1,28,T16,RECALL,3944,42,303.0853,7.21632,1.7025,180.19,281.38,24549.2,1.0,"{""contains_any"": 1.0}",15053.2353,False,3,ok,,18,True,run_v3_AWQ_compaction_rep1.jsonl,32,14abed44c5e5d5f1bee85fbba15692b1b583f4772bdf54bfd186d0d4210c2878
AWQ_compaction_rep2,AWQ,compaction,2,0,T01,FACT,3183,13,368.8998,28.37691,1.4026,265.15,400.04,24549.2,1.0,"{""contains_all"": 1.0}",368.8998,False,0,ok,,15,True,run_v3_AWQ_compaction_rep2.jsonl,1,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,1,T02,FACT,3233,4,191.0931,47.77326,1.3027,149.29,189.69,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",559.9929,False,0,ok,,14,True,run_v3_AWQ_compaction_rep2.jsonl,2,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,2,SONDA_A,SONDA,3284,5,196.7758,39.35515,1.3026,152.98,190.04,24549.2,1.0,"{""contains_all"": 1.0}",756.7686,False,0,ok,,14,True,run_v3_AWQ_compaction_rep2.jsonl,3,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,3,T03,CLASSIFY,3357,76,391.1577,5.14681,2.0031,194.93,299.66,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",1147.9264,False,0,ok,,21,True,run_v3_AWQ_compaction_rep2.jsonl,4,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,4,T04,CONSTRAINT,3687,395,1114.2608,2.82091,4.606,240.85,329.6,24549.2,0.9167,"{""rota"": 0.9166666666666666}",2262.1872,False,0,ok,,47,True,run_v3_AWQ_compaction_rep2.jsonl,5,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,5,T05,DRAFT,4182,230,782.2605,3.40113,3.4047,228.72,328.55,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0, ""required_fields"": 1.0}",3044.4477,False,0,ok,,35,True,run_v3_AWQ_compaction_rep2.jsonl,6,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,6,T06,FACT,4450,25,269.2173,10.76869,1.6029,170.49,273.45,24549.2,1.0,"{""contains_all"": 1.0}",3313.665,False,0,ok,,17,True,run_v3_AWQ_compaction_rep2.jsonl,7,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,7,SONDA_B,SONDA,4508,6,257.0553,42.84255,1.5028,175.24,250.62,24549.2,1.0,"{""contains_all"": 1.0}",3570.7203,False,0,ok,,16,True,run_v3_AWQ_compaction_rep2.jsonl,8,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,7.5,COMPACT_1,COMPACTION,4662,400,1229.411,,4.9072,249.82,341.39,24549.2,,{},4800.1313,True,1,ok,,50,True,run_v3_AWQ_compaction_rep2.jsonl,9,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,8,T07,SUMMARIZE,3608,139,524.239,3.7715,2.5049,208.76,326.72,24549.2,1.0,"{""contains_any"": 1.0}",5324.3704,False,1,ok,,26,True,run_v3_AWQ_compaction_rep2.jsonl,10,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,9,SONDA_D,SONDA,3797,9,210.468,23.38533,1.4032,153.14,205.63,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",5534.8384,False,1,ok,,15,True,run_v3_AWQ_compaction_rep2.jsonl,11,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,10,FACT_M1,FACT,3847,8,223.2321,27.90402,1.4027,161.8,205.62,24549.2,1.0,"{""contains_all"": 1.0}",5758.0705,False,1,ok,,15,True,run_v3_AWQ_compaction_rep2.jsonl,12,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,11,SONDA_E,SONDA,3896,6,228.9611,38.16019,1.4025,165.59,204.07,24549.2,1.0,"{""contains_any"": 1.0}",5987.0317,False,1,ok,,15,True,run_v3_AWQ_compaction_rep2.jsonl,13,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,12,FACT_M2,FACT,3938,7,234.3544,33.4792,1.4025,169.66,220.58,24549.2,1.0,"{""contains_all"": 1.0}",6221.386,False,1,ok,,15,True,run_v3_AWQ_compaction_rep2.jsonl,14,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,13,SONDA_F,SONDA,3982,4,232.6053,58.15133,1.4025,168.48,209.25,24549.2,1.0,"{""contains_all"": 1.0}",6453.9913,False,1,ok,,15,True,run_v3_AWQ_compaction_rep2.jsonl,15,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,14,T08,FACT,4021,13,260.288,20.02215,1.5029,175.59,233.66,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",6714.2793,False,1,ok,,16,True,run_v3_AWQ_compaction_rep2.jsonl,16,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,15,SONDA_G,SONDA,4078,2,223.0314,111.51568,1.4027,162.51,222.02,24549.2,1.0,"{""contains_any"": 1.0}",6937.3107,False,1,ok,,15,True,run_v3_AWQ_compaction_rep2.jsonl,17,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,16,FACT_M3,FACT,4114,9,256.5272,28.50302,1.5026,173.13,217.87,24549.2,1.0,"{""contains_all"": 1.0}",7193.8379,False,1,ok,,16,True,run_v3_AWQ_compaction_rep2.jsonl,18,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,17,SONDA_H,SONDA,4159,7,251.4769,35.92527,1.5031,170.52,229.28,24549.2,1.0,"{""contains_any"": 1.0}",7445.3148,False,1,ok,,16,True,run_v3_AWQ_compaction_rep2.jsonl,19,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,18,T09,CONSTRAINT,4353,150,609.4028,4.06269,2.7043,224.78,337.06,24549.2,1.0,"{""rota"": 1.0}",8054.7176,False,1,ok,,28,True,run_v3_AWQ_compaction_rep2.jsonl,20,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,19,SONDA_I,SONDA,4545,5,241.0009,48.20019,1.5028,162.99,226.03,24549.2,1.0,"{""contains_all"": 1.0}",8295.7185,False,1,ok,,16,True,run_v3_AWQ_compaction_rep2.jsonl,21,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,19.5,COMPACT_2,COMPACTION,4698,448,1348.4747,,5.3076,253.3,342.83,24549.2,,{},9644.1932,True,2,ok,,54,True,run_v3_AWQ_compaction_rep2.jsonl,22,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,20,T10,DRAFT,3692,512,1403.0812,2.74039,5.6068,249.26,332.29,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0, ""required_fields"": 1.0}",11047.2744,False,2,ok,,57,True,run_v3_AWQ_compaction_rep2.jsonl,23,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,21,T11,RECALL,4253,46,338.7645,7.36445,1.8032,189.39,286.25,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",11386.0389,False,2,ok,,19,True,run_v3_AWQ_compaction_rep2.jsonl,24,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,22,SONDA_J,SONDA,4342,5,241.2126,48.24251,1.5027,163.95,232.92,24549.2,1.0,"{""contains_all"": 1.0}",11627.2515,False,2,ok,,16,True,run_v3_AWQ_compaction_rep2.jsonl,25,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,23,SONDA_C,SONDA,4393,5,252.2588,50.45177,1.5024,171.15,221.58,24549.2,0.0,"{""contains_any"": 0.0}",11879.5103,False,2,ok,,16,True,run_v3_AWQ_compaction_rep2.jsonl,26,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,24,T12,FACT,4428,18,288.9513,16.05285,1.6032,184.1,259.42,24549.2,1.0,"{""contains_all"": 1.0}",12168.4616,False,2,ok,,17,True,run_v3_AWQ_compaction_rep2.jsonl,27,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,25,T13,SUMMARIZE,4539,71,416.8228,5.87074,2.0032,209.51,334.51,24549.2,1.0,"{""contains_any"": 1.0}",12585.2844,False,2,ok,,21,True,run_v3_AWQ_compaction_rep2.jsonl,28,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,25.5,COMPACT_3,COMPACTION,4758,468,1390.8947,,5.5073,251.73,343.18,24549.2,,{},13976.1791,True,3,ok,,56,True,run_v3_AWQ_compaction_rep2.jsonl,29,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,26,T14,RECALL,3673,45,295.6821,6.57071,1.7031,176.44,262.44,24549.2,1.0,"{""contains_all"": 1.0}",14271.8612,False,3,ok,,18,True,run_v3_AWQ_compaction_rep2.jsonl,30,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,27,T15,SONDA,3793,107,474.466,4.43426,2.304,205.95,330.44,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",14746.3273,False,3,ok,,24,True,run_v3_AWQ_compaction_rep2.jsonl,31,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep2,AWQ,compaction,2,28,T16,RECALL,3944,42,302.0983,7.19282,1.7032,178.58,267.83,24549.2,1.0,"{""contains_any"": 1.0}",15048.4256,False,3,ok,,18,True,run_v3_AWQ_compaction_rep2.jsonl,32,e34b8fc2c3c60a980ae171474912fc0a74de1e4be195358894b4488709d68601
AWQ_compaction_rep3,AWQ,compaction,3,0,T01,FACT,3183,13,363.3285,27.94835,1.4029,261.45,402.81,24549.2,1.0,"{""contains_all"": 1.0}",363.3285,False,0,ok,,15,True,run_v3_AWQ_compaction_rep3.jsonl,1,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,1,T02,FACT,3233,4,193.3611,48.34027,1.3025,150.9,189.37,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",556.6896,False,0,ok,,14,True,run_v3_AWQ_compaction_rep3.jsonl,2,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,2,SONDA_A,SONDA,3284,5,195.6139,39.12279,1.3031,152.07,178.85,24549.2,1.0,"{""contains_all"": 1.0}",752.3036,False,0,ok,,14,True,run_v3_AWQ_compaction_rep3.jsonl,3,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,3,T03,CLASSIFY,3357,76,391.5454,5.15191,2.0036,194.86,299.85,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",1143.849,False,0,ok,,21,True,run_v3_AWQ_compaction_rep3.jsonl,4,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,4,T04,CONSTRAINT,3687,395,1132.9344,2.86819,4.7072,239.38,327.37,24549.2,0.9167,"{""rota"": 0.9166666666666666}",2276.7834,False,0,ok,,48,True,run_v3_AWQ_compaction_rep3.jsonl,5,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,5,T05,DRAFT,4182,230,777.0406,3.37844,3.4047,226.85,334.74,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0, ""required_fields"": 1.0}",3053.824,False,0,ok,,35,True,run_v3_AWQ_compaction_rep3.jsonl,6,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,6,T06,FACT,4450,25,273.029,10.92116,1.6029,173.21,266.66,24549.2,1.0,"{""contains_all"": 1.0}",3326.853,False,0,ok,,17,True,run_v3_AWQ_compaction_rep3.jsonl,7,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,7,SONDA_B,SONDA,4508,6,254.7724,42.46206,1.5028,173.58,242.81,24549.2,1.0,"{""contains_all"": 1.0}",3581.6253,False,0,ok,,16,True,run_v3_AWQ_compaction_rep3.jsonl,8,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,7.5,COMPACT_1,COMPACTION,4662,400,1231.9515,,4.9071,250.3,346.63,24549.2,,{},4813.5768,True,1,ok,,50,True,run_v3_AWQ_compaction_rep3.jsonl,9,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,8,T07,SUMMARIZE,3608,139,524.299,3.77194,2.5042,208.69,323.22,24549.2,1.0,"{""contains_any"": 1.0}",5337.8759,False,1,ok,,26,True,run_v3_AWQ_compaction_rep3.jsonl,10,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,9,SONDA_D,SONDA,3797,9,208.9038,23.21154,1.4026,152.0,206.52,24549.2,1.0,"{""contains_all"": 1.0, ""contains_any"": 1.0}",5546.7797,False,1,ok,,15,True,run_v3_AWQ_compaction_rep3.jsonl,11,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,10,FACT_M1,FACT,3847,8,221.7467,27.71833,1.4027,161.24,218.7,24549.2,1.0,"{""contains_all"": 1.0}",5768.5264,False,1,ok,,15,True,run_v3_AWQ_compaction_rep3.jsonl,12,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,11,SONDA_E,SONDA,3896,6,223.9185,37.31975,1.4026,162.21,204.02,24549.2,1.0,"{""contains_any"": 1.0}",5992.4449,False,1,ok,,15,True,run_v3_AWQ_compaction_rep3.jsonl,13,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
AWQ_compaction_rep3,AWQ,compaction,3,12,FACT_M2,FACT,3938,7,229.8806,32.84009,1.4026,166.64,219.92,24549.2,1.0,"{""contains_all"": 1.0}",6222.3254,False,1,ok,,15,True,run_v3_AWQ_compaction_rep3.jsonl,14,288d7f1746c25536ee9642998a7760ee6434d01bf655968a5d8d3253e200e9d5
